,index,Pair,Spearman,Event_Type,Event,Event1,FishersZ,Sections,Relationship,Familiarity,Distance,Close
108175,ADQ033,ADQ055,0.043527866752495786,Music,Folk 3,Folk 3,0.043555388435716956,Folk,Friend,1,1.0,1
108184,ADQ042,ADQ055,0.28871012853081146,Music,Folk 3,Folk 3,0.2971585272920809,Folk,Stranger,0,3.0,1
108188,ADQ046,ADQ055,0.10907328582020581,Music,Folk 3,Folk 3,0.10950894753781354,Folk,Friend,1,-2.0,1
108191,ADQ049,ADQ055,0.05016927534042324,Music,Folk 3,Folk 3,0.050211430309426784,Folk,Stranger,0,3.0,1
108223,ADQ003,ADQ056,0.06129836062449013,Music,Folk 3,Folk 3,0.061375310153570804,Folk,Stranger,0,-2.0,1
108230,ADQ010,ADQ056,0.029857122275049615,Music,Folk 3,Folk 3,0.029865999044936115,Folk,Stranger,0,-2.0,1
108238,ADQ018,ADQ056,0.1954304221148677,Music,Folk 3,Folk 3,0.19797706840915327,Folk,Stranger,0,-2.0,1
108247,ADQ030,ADQ056,0.04457881917282416,Music,Folk 3,Folk 3,0.044608384500049406,Folk,Stranger,0,2.0,1
108249,ADQ033,ADQ056,0.027405683995928985,Music,Folk 3,Folk 3,0.027412548299079565,Folk,Stranger,0,3.0,1
108259,ADQ043,ADQ056,0.1072091010992485,Music,Folk 3,Folk 3,0.10762270353077714,Folk,Stranger,0,3.0,1
108262,ADQ046,ADQ056,-0.02971364759199474,Music,Folk 3,Folk 3,-0.02972239696229563,Folk,Stranger,0,3.0,1
108263,ADQ047,ADQ056,0.12869543172434464,Music,Folk 3,Folk 3,0.12941308364734713,Folk,Stranger,0,3.0,1
108266,ADQ050,ADQ056,-0.027933959026738567,Music,Folk 3,Folk 3,-0.0279412281095416,Folk,Stranger,0,3.0,1
108305,ADQ011,ADQ057,-0.04214168604602315,Music,Folk 3,Folk 3,-0.04216665944018519,Folk,Stranger,0,3.0,1
108307,ADQ013,ADQ057,-0.036903345386953036,Music,Folk 3,Folk 3,-0.03692011144739715,Folk,Stranger,0,3.0,1
108309,ADQ015,ADQ057,0.0039706175107198476,Music,Folk 3,Folk 3,0.00397063837757561,Folk,Stranger,0,3.0,1
108330,ADQ040,ADQ057,-0.02268006634551083,Music,Folk 3,Folk 3,-0.02268395631121745,Folk,Stranger,0,3.0,1
108334,ADQ044,ADQ057,0.05923601099688472,Music,Folk 3,Folk 3,0.0593054417428431,Folk,Friend,1,1.0,1
108344,ADQ054,ADQ057,0.06852343703713366,Music,Folk 3,Folk 3,0.06863098992478832,Folk,Stranger,0,-2.0,1
108370,ADQ002,ADQ059,0.044911951746865006,Music,Folk 3,Folk 3,0.04494218539650664,Folk,Stranger,0,2.0,1
108377,ADQ009,ADQ059,0.054273136299179334,Music,Folk 3,Folk 3,0.05432651917772371,Folk,Stranger,0,3.0,1
108378,ADQ010,ADQ059,0.06538633193336943,Music,Folk 3,Folk 3,0.0654797553423511,Folk,Stranger,0,4.0,0
108380,ADQ012,ADQ059,0.004895391661215289,Music,Folk 3,Folk 3,0.004895430767568745,Folk,Stranger,0,1.0,1
108385,ADQ017,ADQ059,0.10221053926603522,Music,Folk 3,Folk 3,0.10256871807114148,Folk,Stranger,0,3.0,1
108387,ADQ019,ADQ059,0.01457928457198743,Music,Folk 3,Folk 3,0.014580317672973783,Folk,Stranger,0,3.0,1
108392,ADQ026,ADQ059,-0.04631360980117354,Music,Folk 3,Folk 3,-0.04634676594872634,Folk,Stranger,0,3.0,1
108407,ADQ043,ADQ059,0.01639833666364789,Music,Folk 3,Folk 3,0.016399806768187742,Folk,Stranger,0,4.0,0
108414,ADQ050,ADQ059,0.0329040992044289,Music,Folk 3,Folk 3,0.03291598179164582,Folk,Stranger,0,4.0,0
108419,ADQ055,ADQ059,0.007473709732104516,Music,Folk 3,Folk 3,0.0074738488881184026,Folk,Stranger,0,4.0,0
108420,ADQ056,ADQ059,-0.017416867011983445,Music,Folk 3,Folk 3,-0.017418628452199776,Folk,Stranger,0,4.0,0
108450,ADQ008,ADQ060,0.0053918012309236134,Music,Folk 3,Folk 3,0.00539185348112171,Folk,Friend,1,1.0,1
108453,ADQ011,ADQ060,-0.04258134517619359,Music,Folk 3,Folk 3,-0.04260710896329202,Folk,Stranger,0,4.0,0
108457,ADQ015,ADQ060,0.14923877966273658,Music,Folk 3,Folk 3,0.15036178470134445,Folk,Stranger,0,4.0,0
108460,ADQ018,ADQ060,0.027244214739813144,Music,Folk 3,Folk 3,0.027250958391044938,Folk,Stranger,0,4.0,0
108465,ADQ025,ADQ060,0.0036818896954754366,Music,Folk 3,Folk 3,0.0036819063332255864,Folk,Stranger,0,4.0,0
108472,ADQ034,ADQ060,-0.0338429852220355,Music,Folk 3,Folk 3,-0.033855914769678884,Folk,Stranger,0,4.0,0
108476,ADQ038,ADQ060,-0.006971794623098829,Music,Folk 3,Folk 3,-0.006971907583224355,Folk,Friend,1,3.0,1
108481,ADQ043,ADQ060,0.08356693069989057,Music,Folk 3,Folk 3,0.08376227786171951,Folk,Stranger,0,4.0,0
108484,ADQ046,ADQ060,0.04288889151358647,Music,Folk 3,Folk 3,0.04291521799968804,Folk,Stranger,0,4.0,0
108494,ADQ056,ADQ060,0.05403384023058069,Music,Folk 3,Folk 3,0.05408651928420872,Folk,Stranger,0,4.0,0
108504,ADR069,ADQ060,0.0108674378578317,Music,Folk 3,Folk 3,0.010867865707320743,Folk,Stranger,0,4.0,0
108509,AEQ081,ADQ060,0.07909721063861784,Music,Folk 3,Folk 3,0.07926278639803563,Folk,Stranger,0,4.0,0
108518,ADQ002,ADQ061,0.05687054528852941,Music,Folk 3,Folk 3,0.05693197589831946,Folk,Friend,1,3.0,1
108520,ADQ004,ADQ061,0.1434560353332414,Music,Folk 3,Folk 3,0.1444524591055074,Folk,Stranger,0,3.0,1
108522,ADQ006,ADQ061,0.03751749016701503,Music,Folk 3,Folk 3,0.03753510778016123,Folk,Stranger,0,3.0,1
108525,ADQ009,ADQ061,0.0033798312721104377,Music,Folk 3,Folk 3,0.003379844141761794,Folk,Stranger,0,3.0,1
108528,ADQ012,ADQ061,0.0251401316154228,Music,Folk 3,Folk 3,0.025145430032242944,Folk,Stranger,0,3.0,1
108535,ADQ019,ADQ061,0.04672776443003045,Music,Folk 3,Folk 3,0.04676181883035924,Folk,Stranger,0,2.0,1
108544,ADQ031,ADQ061,0.027835707629876187,Music,Folk 3,Folk 3,0.02784290025640799,Folk,Stranger,0,3.0,1
108551,ADQ039,ADQ061,0.0914923520516659,Music,Folk 3,Folk 3,0.09174893156285362,Folk,Stranger,0,3.0,1
108555,ADQ043,ADQ061,0.05064229507758789,Music,Folk 3,Folk 3,0.05068565493851711,Folk,Stranger,0,4.0,0
108560,ADQ048,ADQ061,-0.023194340222544935,Music,Folk 3,Folk 3,-0.023198500909398696,Folk,Stranger,0,3.0,1
108570,ADQ059,ADQ061,-0.014771609375607609,Music,Folk 3,Folk 3,-0.014772683906861584,Folk,Stranger,0,-2.0,1
108588,AEQ088,ADQ061,-0.022863898507797135,Music,Folk 3,Folk 3,-0.022867883852073948,Folk,Stranger,0,4.0,0
108592,ADQ002,ADQ062,-0.04966767973127787,Music,Folk 3,Folk 3,-0.04970858166402376,Folk,Stranger,0,3.0,1
108594,ADQ004,ADQ062,0.0839075785223999,Music,Folk 3,Folk 3,0.08410533115255012,Folk,Stranger,0,3.0,1
108597,ADQ007,ADQ062,-0.07763717178765701,Music,Folk 3,Folk 3,-0.07779372516251176,Folk,Stranger,0,3.0,1
108599,ADQ009,ADQ062,-0.009984511420567724,Music,Folk 3,Folk 3,-0.009984843227287845,Folk,Stranger,0,-2.0,1
108605,ADQ015,ADQ062,0.040744482153508614,Music,Folk 3,Folk 3,0.04076705145079536,Folk,Stranger,0,3.0,1
108609,ADQ019,ADQ062,0.08754305619578609,Music,Folk 3,Folk 3,0.08776772730598019,Folk,Stranger,0,-2.0,1
108613,ADQ025,ADQ062,0.029245546088658047,Music,Folk 3,Folk 3,0.02925388829449542,Folk,Stranger,0,3.0,1
108615,ADQ027,ADQ062,-0.017844414172928945,Music,Folk 3,Folk 3,-0.017846308559533713,Folk,Stranger,0,2.0,1
108616,ADQ028,ADQ062,-0.049430350008030415,Music,Folk 3,Folk 3,-0.0494706678362503,Folk,Stranger,0,3.0,1
108620,ADQ034,ADQ062,-0.04533777469531432,Music,Folk 3,Folk 3,-0.04536887720404904,Folk,Stranger,0,3.0,1
108625,ADQ039,ADQ062,-0.06024757401078365,Music,Folk 3,Folk 3,-0.06032062812777013,Folk,Stranger,0,1.0,1
108629,ADQ043,ADQ062,0.11453476039903071,Music,Folk 3,Folk 3,0.11503957011407305,Folk,Stranger,0,4.0,0
108631,ADQ045,ADQ062,0.13327147703407605,Music,Folk 3,Folk 3,0.1340690179557621,Folk,Stranger,0,3.0,1
108632,ADQ046,ADQ062,-0.03455502192760681,Music,Folk 3,Folk 3,-0.034568785258763356,Folk,Stranger,0,4.0,0
108634,ADQ048,ADQ062,0.014585608916106151,Music,Folk 3,Folk 3,0.014586643362236135,Folk,Friend,1,1.0,1
108646,ADQ061,ADQ062,0.11664841629608673,Music,Folk 3,Folk 3,0.11718185075319477,Folk,Stranger,0,3.0,1
108666,ADQ002,ADQ063,-0.005021812092272013,Music,Folk 3,Folk 3,-0.005021854307262046,Folk,Stranger,0,3.0,1
108671,ADQ007,ADQ063,0.061400193822606364,Music,Folk 3,Folk 3,0.06147752807281596,Folk,Stranger,0,2.0,1
108673,ADQ009,ADQ063,-0.016046897218908316,Music,Folk 3,Folk 3,-0.016048274805999532,Folk,Stranger,0,-2.0,1
108675,ADQ011,ADQ063,0.036051129833307945,Music,Folk 3,Folk 3,0.03606676038240589,Folk,Stranger,0,3.0,1
108679,ADQ015,ADQ063,0.0561199344516708,Music,Folk 3,Folk 3,0.05617896162085104,Folk,Stranger,0,3.0,1
108683,ADQ019,ADQ063,-0.06220245590678925,Music,Folk 3,Folk 3,-0.06228286611198679,Folk,Stranger,0,3.0,1
108687,ADQ025,ADQ063,0.04227829075198255,Music,Folk 3,Folk 3,0.04230350796706935,Folk,Stranger,0,3.0,1
108689,ADQ027,ADQ063,0.0327076748005078,Music,Folk 3,Folk 3,0.03271934576223873,Folk,Stranger,0,2.0,1
108696,ADQ036,ADQ063,-0.024826353796447344,Music,Folk 3,Folk 3,-0.024831456240044257,Folk,Stranger,0,2.0,1
108699,ADQ039,ADQ063,0.0351069443890403,Music,Folk 3,Folk 3,0.03512137813853073,Folk,Friend,1,3.0,1
108705,ADQ045,ADQ063,0.05229850214199343,Music,Folk 3,Folk 3,0.0523462616691066,Folk,Friend,1,1.0,1
108715,ADQ055,ADQ063,0.048362909077038205,Music,Folk 3,Folk 3,0.0484006685624139,Folk,Stranger,0,4.0,0
108716,ADQ056,ADQ063,0.018896253109912553,Music,Folk 3,Folk 3,0.018898502676720448,Folk,Stranger,0,4.0,0
108721,ADQ062,ADQ063,0.07784297452835837,Music,Folk 3,Folk 3,0.07800077923920296,Folk,Stranger,0,3.0,1
108745,ADQ007,ADQ064,0.043109862467199105,Music,Folk 3,Folk 3,0.04313659827447501,Folk,Stranger,0,3.0,1
108749,ADQ011,ADQ064,-0.006245050695768592,Music,Folk 3,Folk 3,-0.006245131884697649,Folk,Stranger,0,3.0,1
108751,ADQ013,ADQ064,0.024690025790238834,Music,Folk 3,Folk 3,0.024695044617669817,Folk,Friend,1,1.0,1
108752,ADQ014,ADQ064,0.06097243239332591,Music,Folk 3,Folk 3,0.06104815918069744,Folk,Friend,1,2.0,1
108753,ADQ015,ADQ064,0.04723480165368962,Music,Folk 3,Folk 3,0.04726997769405774,Folk,Stranger,0,-2.0,1
108761,ADQ025,ADQ064,-0.013577235281392977,Music,Folk 3,Folk 3,-0.013578069655495701,Folk,Stranger,0,-2.0,1
108763,ADQ027,ADQ064,-0.00411620478145515,Music,Folk 3,Folk 3,-0.004116228028838581,Folk,Stranger,0,3.0,1
108764,ADQ028,ADQ064,0.0049110587400454705,Music,Folk 3,Folk 3,0.004911098223070217,Folk,Stranger,0,-2.0,1
108768,ADQ034,ADQ064,-0.015406067968880983,Music,Folk 3,Folk 3,-0.015407287003466105,Folk,Stranger,0,-2.0,1
108774,ADQ040,ADQ064,0.029329272677269824,Music,Folk 3,Folk 3,0.02933768676148817,Folk,Friend,1,2.0,1
108776,ADQ042,ADQ064,0.12413817990402022,Music,Folk 3,Folk 3,0.12478180993879205,Folk,Friend,1,1.0,1
108778,ADQ044,ADQ064,0.05827813238664363,Music,Folk 3,Folk 3,0.05834424462744128,Folk,Stranger,0,3.0,1
108783,ADQ049,ADQ064,0.06322465333122314,Music,Folk 3,Folk 3,0.06330909979393018,Folk,Friend/Stranger,1,2.0,1
108814,ADQ002,ADR067,-0.03203721556297306,Music,Folk 3,Folk 3,-0.03204818313766654,Folk,Stranger,0,-2.0,1
108816,ADQ004,ADR067,-0.0002382463315357071,Music,Folk 3,Folk 3,-0.00023824633604343224,Folk,Stranger,0,3.0,1
108821,ADQ009,ADR067,0.04281245136721367,Music,Folk 3,Folk 3,0.04283863723720994,Folk,Stranger,0,3.0,1
108824,ADQ012,ADR067,-0.03643859215261494,Music,Folk 3,Folk 3,-0.03645473238150766,Folk,Stranger,0,3.0,1
108831,ADQ019,ADR067,0.0316367471337897,Music,Folk 3,Folk 3,0.031647308379101874,Folk,Family_ParentChild,1,1.0,1
108837,ADQ027,ADR067,0.0356718956197089,Music,Folk 3,Folk 3,0.035687037822758,Folk,Stranger,0,3.0,1
108839,ADQ030,ADR067,0.03686922457267841,Music,Folk 3,Folk 3,0.03688594414515542,Folk,Stranger,0,4.0,0
108847,ADQ039,ADR067,0.015655700378940856,Music,Folk 3,Folk 3,0.015656979642776726,Folk,Stranger,0,2.0,1
108853,ADQ045,ADR067,-0.0730157664220752,Music,Folk 3,Folk 3,-0.0731459394422402,Folk,Stranger,0,3.0,1
108856,ADQ048,ADR067,0.03286811892298215,Music,Folk 3,Folk 3,0.03287996255552929,Folk,Stranger,0,2.0,1
108866,ADQ059,ADR067,0.023473026354264334,Music,Folk 3,Folk 3,0.023477338859253214,Folk,Stranger,0,3.0,1
108868,ADQ061,ADR067,0.006284739113015726,Music,Folk 3,Folk 3,0.006284821859738178,Folk,Stranger,0,-2.0,1
108869,ADQ062,ADR067,0.1137910197500424,Music,Folk 3,Folk 3,0.11428600813048977,Folk,Stranger,0,2.0,1
108876,ADR071,ADR067,0.010129294525314005,Music,Folk 3,Folk 3,0.010129640977319464,Folk,Stranger,0,4.0,0
108884,AEQ088,ADR067,-0.042303435699584946,Music,Folk 3,Folk 3,-0.042328697967419775,Folk,Stranger,0,4.0,0
108900,ADQ014,ADR068,0.05347136628434785,Music,Folk 3,Folk 3,0.053522415433782285,Folk,Stranger,0,4.0,0
108903,ADQ017,ADR068,0.023804737066875328,Music,Folk 3,Folk 3,0.023809235037412845,Folk,Stranger,0,4.0,0
108909,ADQ025,ADR068,0.028368488625961582,Music,Folk 3,Folk 3,0.02837610234972562,Folk,Stranger,0,4.0,0
108917,ADQ035,ADR068,0.020297706294009055,Music,Folk 3,Folk 3,0.0203004945138444,Folk,Stranger,0,3.0,1
108933,ADQ051,ADR068,0.02190796723761826,Music,Folk 3,Folk 3,0.021911473222868363,Folk,Stranger,0,3.0,1
108934,ADQ052,ADR068,0.11142277764568977,Music,Folk 3,Folk 3,0.11188734909863013,Folk,Stranger,0,3.0,1
108951,AEQ079,ADR068,0.04069383610888838,Music,Folk 3,Folk 3,0.04071632129303017,Folk,Stranger,0,4.0,0
108963,ADQ003,ADR069,-0.059832134894526684,Music,Folk 3,Folk 3,-0.059903686019136426,Folk,Stranger,0,3.0,1
108964,ADQ004,ADR069,0.010490066612771128,Music,Folk 3,Folk 3,0.010490451419058033,Folk,Stranger,0,2.0,1
108966,ADQ006,ADR069,0.02744741048913984,Music,Folk 3,Folk 3,0.027454306203238986,Folk,Stranger,0,3.0,1
108970,ADQ010,ADR069,0.007762162282888428,Music,Folk 3,Folk 3,0.0077623181816267525,Folk,Stranger,0,3.0,1
108976,ADQ016,ADR069,0.1069538550007181,Music,Folk 3,Folk 3,0.10736449671708356,Folk,Stranger,0,3.0,1
108992,ADQ036,ADR069,0.021613892950456376,Music,Folk 3,Folk 3,0.021617259612234305,Folk,Stranger,0,4.0,0
108993,ADQ037,ADR069,0.03101933301777953,Music,Folk 3,Folk 3,0.031029287689389545,Folk,Friend,1,1.0,1
108999,ADQ043,ADR069,0.07059798208553086,Music,Folk 3,Folk 3,0.07071562263162666,Folk,Stranger,0,3.0,1
109003,ADQ047,ADR069,0.0074064705094511315,Music,Folk 3,Folk 3,0.00740660594321043,Folk,Stranger,0,3.0,1
109004,ADQ048,ADR069,0.03517834049548131,Music,Folk 3,Folk 3,0.03519286252860414,Folk,Stranger,0,3.0,1
109009,ADQ053,ADR069,0.030550933634743586,Music,Folk 3,Folk 3,0.030560443963094024,Folk,Friend,1,3.0,1
109010,ADQ054,ADR069,0.034107231061475826,Music,Folk 3,Folk 3,0.03412046598424201,Folk,Stranger,0,4.0,0
109016,ADQ061,ADR069,0.034547177870004935,Music,Folk 3,Folk 3,0.03456093182590211,Folk,Stranger,0,3.0,1
109020,ADR067,ADR069,-0.027284227000425685,Music,Folk 3,Folk 3,-0.02729100041641146,Folk,Stranger,0,3.0,1
109041,ADQ007,ADR070,0.006095931427098475,Music,Folk 3,Folk 3,0.006096006937824775,Folk,Stranger,0,3.0,1
109043,ADQ009,ADR070,-0.04340502664561691,Music,Folk 3,Folk 3,-0.04343231580362141,Folk,Stranger,0,3.0,1
109044,ADQ010,ADR070,0.022630803275975345,Music,Folk 3,Folk 3,0.022634667943494245,Folk,Stranger,0,4.0,0
109051,ADQ017,ADR070,0.06238347985136491,Music,Folk 3,Folk 3,0.062464595241296245,Folk,Stranger,0,3.0,1
109054,ADQ020,ADR070,0.017539574012257073,Music,Folk 3,Folk 3,0.017541372949622235,Folk,Stranger,0,3.0,1
109066,ADQ036,ADR070,0.003951876981910624,Music,Folk 3,Folk 3,0.003951897554694595,Folk,Stranger,0,3.0,1
109075,ADQ045,ADR070,0.03134593900387446,Music,Folk 3,Folk 3,0.03135621156505176,Folk,Stranger,0,3.0,1
109085,ADQ055,ADR070,-0.012206481236014631,Music,Folk 3,Folk 3,-0.0122070875380647,Folk,Stranger,0,4.0,0
109092,ADQ063,ADR070,0.016000590877697365,Music,Folk 3,Folk 3,0.016001956572093266,Folk,Stranger,0,2.0,1
109098,ADR071,ADR070,0.001477744210757392,Music,Folk 3,Folk 3,0.0014777452864225813,Folk,Stranger,0,4.0,0
109106,AEQ088,ADR070,0.07035069998008797,Music,Folk 3,Folk 3,0.0704671062352203,Folk,Stranger,0,4.0,0
109118,ADQ010,ADR071,-0.009719024126710983,Music,Folk 3,Folk 3,-0.009719330161882226,Folk,Stranger,0,3.0,1
109126,ADQ018,ADR071,-0.04410192377452921,Music,Folk 3,Folk 3,-0.04413054963653333,Folk,Stranger,0,-2.0,1
109135,ADQ030,ADR071,0.050465166859943525,Music,Folk 3,Folk 3,0.05050807287753271,Folk,Stranger,0,3.0,1
109151,ADQ047,ADR071,0.02038252946119009,Music,Folk 3,Folk 3,0.0203853527886754,Folk,Stranger,0,3.0,1
109154,ADQ050,ADR071,0.07698495593911076,Music,Folk 3,Folk 3,0.0771375875552775,Folk,Stranger,0,2.0,1
109160,ADQ056,ADR071,0.035898652613656594,Music,Folk 3,Folk 3,0.03591408557181683,Folk,Stranger,0,3.0,1
109184,ADQ002,AEQ079,0.005131407083422695,Music,Folk 3,Folk 3,0.005131452123073502,Folk,Stranger,0,3.0,1
109191,ADQ009,AEQ079,0.05388788912140979,Music,Folk 3,Folk 3,0.05394014195694506,Folk,Stranger,0,2.0,1
109192,ADQ010,AEQ079,0.009054912572297895,Music,Folk 3,Folk 3,0.009055160059585178,Folk,Stranger,0,4.0,0
109194,ADQ012,AEQ079,0.010142072210835936,Music,Folk 3,Folk 3,0.010142419975654616,Folk,Stranger,0,-2.0,1
109199,ADQ017,AEQ079,0.04299298724118789,Music,Folk 3,Folk 3,0.043019506026608714,Folk,Stranger,0,-2.0,1
109201,ADQ019,AEQ079,0.040821504482028155,Music,Folk 3,Folk 3,0.04084420210036747,Folk,Stranger,0,3.0,1
109202,ADQ020,AEQ079,0.016544098472365747,Music,Folk 3,Folk 3,0.016545608133221354,Folk,Stranger,0,-2.0,1
109217,ADQ039,AEQ079,0.06110962470618658,Music,Folk 3,Folk 3,0.06118586458510099,Folk,Stranger,0,3.0,1
109223,ADQ045,AEQ079,0.009533582994702751,Music,Folk 3,Folk 3,0.0095338718437137,Folk,Stranger,0,3.0,1
109236,ADQ059,AEQ079,0.0548365552384395,Music,Folk 3,Folk 3,0.05489162000281623,Folk,Stranger,0,3.0,1
109240,ADQ063,AEQ079,-0.006958399122443371,Music,Folk 3,Folk 3,-0.006958511432686947,Folk,Stranger,0,3.0,1
109245,ADR070,AEQ079,0.11722462557189463,Music,Folk 3,Folk 3,0.11776604845299743,Folk,Stranger,0,2.0,1
109257,ADQ001,AEQ080,-0.007380966996972353,Music,Folk 3,Folk 3,-0.007381101036451567,Folk,Stranger,0,3.0,1
109261,ADQ005,AEQ080,-0.057354559160285444,Music,Folk 3,Folk 3,-0.05741757372384951,Folk,Stranger,0,3.0,1
109262,ADQ006,AEQ080,-0.04397488924206028,Music,Folk 3,Folk 3,-0.04400326825677079,Folk,Stranger,0,3.0,1
109270,ADQ014,AEQ080,-0.05797579563414494,Music,Folk 3,Folk 3,-0.058040882890970195,Folk,Stranger,0,4.0,0
109271,ADQ015,AEQ080,-0.03560243813922703,Music,Folk 3,Folk 3,-0.03561749201854374,Folk,Stranger,0,4.0,0
109272,ADQ016,AEQ080,0.06541729417211786,Music,Folk 3,Folk 3,0.06551085058781642,Folk,Stranger,0,3.0,1
109277,ADQ023,AEQ080,-0.04570771969327183,Music,Folk 3,Folk 3,-0.04573959044291866,Folk,Stranger,0,3.0,1
109279,ADQ025,AEQ080,0.04125398879413482,Music,Folk 3,Folk 3,0.04127741599333765,Folk,Stranger,0,4.0,0
109286,ADQ034,AEQ080,-0.005847203551448062,Music,Folk 3,Folk 3,-0.0058472701910343835,Folk,Stranger,0,4.0,0
109287,ADQ035,AEQ080,0.009687067538664473,Music,Folk 3,Folk 3,0.009687370564865747,Folk,Stranger,0,-2.0,1
109289,ADQ037,AEQ080,-0.0026062381635901244,Music,Folk 3,Folk 3,-0.0026062440645520848,Folk,Stranger,0,3.0,1
109294,ADQ042,AEQ080,0.010880015028884981,Music,Folk 3,Folk 3,0.010880444365648672,Folk,Stranger,0,4.0,0
109303,ADQ051,AEQ080,-0.0006183504685754925,Music,Folk 3,Folk 3,-0.0006183505473857828,Folk,Stranger,0,2.0,1
109304,ADQ052,AEQ080,0.027375921756874408,Music,Folk 3,Folk 3,0.027382763713956634,Folk,Stranger,0,-2.0,1
109305,ADQ053,AEQ080,-0.01218336186631187,Music,Folk 3,Folk 3,-0.012183964729626748,Folk,Stranger,0,3.0,1
109306,ADQ054,AEQ080,0.0614359471763944,Music,Folk 3,Folk 3,0.06151341680534484,Folk,Stranger,0,4.0,0
109317,ADR068,AEQ080,-0.02378601855032094,Music,Folk 3,Folk 3,-0.02379050591605472,Folk,Stranger,0,-2.0,1
109334,ADQ004,AEQ081,0.05896385854950904,Music,Folk 3,Folk 3,0.059032335387253845,Folk,Stranger,0,3.0,1
109336,ADQ006,AEQ081,0.023318019862588826,Music,Folk 3,Folk 3,0.023322247477921144,Folk,Stranger,0,-2.0,1
109337,ADQ007,AEQ081,-0.017874720606176453,Music,Folk 3,Folk 3,-0.017876624662533487,Folk,Stranger,0,4.0,0
109341,ADQ011,AEQ081,-0.05344923433765522,Music,Folk 3,Folk 3,-0.05350022005260701,Folk,Stranger,0,4.0,0
109346,ADQ016,AEQ081,0.029220501957753033,Music,Folk 3,Folk 3,0.029228822743328713,Folk,Stranger,0,3.0,1
109351,ADQ023,AEQ081,-0.009225660952752608,Music,Folk 3,Folk 3,-0.009225922706793309,Folk,Stranger,0,3.0,1
109353,ADQ025,AEQ081,-0.0005856441350353002,Music,Folk 3,Folk 3,-0.0005856442019898709,Folk,Stranger,0,4.0,0
109355,ADQ027,AEQ081,0.005971265588076172,Music,Folk 3,Folk 3,0.005971336560101787,Folk,Stranger,0,4.0,0
109358,ADQ031,AEQ081,0.025652701905816717,Music,Folk 3,Folk 3,0.025658331143820403,Folk,Stranger,0,3.0,1
109360,ADQ034,AEQ081,-0.02751317778045332,Music,Folk 3,Folk 3,-0.027520123197369687,Folk,Stranger,0,4.0,0
109361,ADQ035,AEQ081,-0.03337895145598317,Music,Folk 3,Folk 3,-0.03339135618472358,Folk,Stranger,0,3.0,1
109363,ADQ037,AEQ081,0.08300408380351684,Music,Folk 3,Folk 3,0.08319549950566055,Folk,Stranger,0,2.0,1
109368,ADQ042,AEQ081,0.09346259716368303,Music,Folk 3,Folk 3,0.09373617238900353,Folk,Stranger,0,4.0,0
109373,ADQ047,AEQ081,0.11693443265126519,Music,Folk 3,Folk 3,0.11747182239229076,Folk,Stranger,0,3.0,1
109378,ADQ052,AEQ081,0.05890265725950509,Music,Folk 3,Folk 3,0.058970920796441006,Folk,Stranger,0,3.0,1
109379,ADQ053,AEQ081,0.1545417205986925,Music,Folk 3,Folk 3,0.1557899713432857,Folk,Stranger,0,2.0,1
109386,ADQ061,AEQ081,0.06665676849763934,Music,Folk 3,Folk 3,0.0667557539615691,Folk,Stranger,0,3.0,1
109392,ADR069,AEQ081,0.08407002645420526,Music,Folk 3,Folk 3,0.08426893315269389,Folk,Stranger,0,2.0,1
109396,AEQ080,AEQ081,0.037761653856035006,Music,Folk 3,Folk 3,0.037779617876997094,Folk,Stranger,0,3.0,1
109408,ADQ004,AEQ082,0.01865827721099216,Music,Folk 3,Folk 3,0.01866044284018398,Folk,Stranger,0,3.0,1
109410,ADQ006,AEQ082,0.0417613732670058,Music,Folk 3,Folk 3,0.04178567615230534,Folk,Stranger,0,-2.0,1
109418,ADQ014,AEQ082,0.08450322860297951,Music,Folk 3,Folk 3,0.08470523489887549,Folk,Stranger,0,4.0,0
109425,ADQ023,AEQ082,-0.07372191978778772,Music,Folk 3,Folk 3,-0.07385591462537347,Folk,Stranger,0,3.0,1
109432,ADQ031,AEQ082,0.0472799348061571,Music,Folk 3,Folk 3,0.04731521186614819,Folk,Stranger,0,3.0,1
109437,ADQ037,AEQ082,0.06999327946618288,Music,Folk 3,Folk 3,0.07010791703093042,Folk,Stranger,0,2.0,1
109448,ADQ048,AEQ082,0.047482382190847265,Music,Folk 3,Folk 3,0.047518114763302886,Folk,Stranger,0,3.0,1
109452,ADQ052,AEQ082,0.015980248024812096,Music,Folk 3,Folk 3,0.015981608516341415,Folk,Stranger,0,3.0,1
109453,ADQ053,AEQ082,0.06274020876569097,Music,Folk 3,Folk 3,0.06282272587718873,Folk,Stranger,0,3.0,1
109460,ADQ061,AEQ082,0.07609947504007411,Music,Folk 3,Folk 3,0.07624688824705698,Folk,Stranger,0,3.0,1
109463,ADQ064,AEQ082,0.08661387162419164,Music,Folk 3,Folk 3,0.08683144314153166,Folk,Stranger,0,4.0,0
109464,ADR067,AEQ082,0.051377882165602226,Music,Folk 3,Folk 3,0.05142316107258578,Folk,Stranger,0,3.0,1
109466,ADR069,AEQ082,0.08803249252834101,Music,Folk 3,Folk 3,0.08826096487940313,Folk,Stranger,0,2.0,1
109471,AEQ081,AEQ082,0.09547601544892506,Music,Folk 3,Folk 3,0.09576772184648465,Folk,Family_Partner,1,1.0,1
109479,ADQ001,AEQ083,0.08283478992804201,Music,Folk 3,Folk 3,0.08302503356854296,Folk,Stranger,0,3.0,1
